failure_code,failure_id,failure_name,category,finding_classification,controllability,cpcs_surface,required_change_or_effect
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,verification_plan,"[""metric_depth_order_accuracy"",""metric_spatial_relation_accuracy"",""metric_penetration_duration""]"
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
D02,failure://spatial and screen geography/depth_order_inversion/d02,Depth-order inversion,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",requires_visual_or_control_conditioning,experiment_registry,Register matched ablations for D02 with raw artifacts and immutable manifests.
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,intent_normalization,Preserve the requested invariant and classify ambiguity before compilation.
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,profile_routing,Route to the Spatial and screen geography risk profile and provider capability filter.
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,canonical_score,"[""shots"",""camera"",""editing"",""continuity.state_ledger"",""constraints.continuity_locks""]"
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,event_graph,"Add typed nodes/edges only when the failure involves event, causal, role, or transition semantics."
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,spatial_state,Carry declared coordinate frame and transition constraints when relevant.
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,identity_ledger,"Use stable entity IDs and signatures whenever actors, voices, products, or props can be rebound."
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,continuity_ledger,"Record precondition, allowed transition, postcondition, visibility interval, and forbidden changes."
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,provider_capability_profile,"Record whether the provider can carry text, reference, keyframe, control-media, seed, repair, and audio requirements without silent loss."
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,serialization_strategy,Emit one provider-native authority representation; do not duplicate semantic authorities.
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,prompt_compression,"Protect hard locks, causal edges, identities, start/end states, and visibility bridges before style adjectives."
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,loss_report,"Report every unsupported, evaluation-only, compressed, or omitted control."
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,verification_plan,"[""metric_axis_crossing_count"",""metric_screen_direction_consistency"",""metric_spatial_relation_accuracy"",""metric_edit_graphic_classification""]"
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,repair_planner,Repair only the smallest failing interval/shot while preserving passing control IDs.
D03,failure://spatial and screen geography/axis_reversal_after_cut_or_orbit/d03,Axis reversal after cut or orbit,Spatial and screen geography,"[""contract_affecting"",""implementation_affecting"",""verification_affecting""]",partially_mitigated_by_prompting,experiment_registry,Register matched ablations for D03 with raw artifacts and immutable manifests.
